time,P,G(i),H_sun,T2m,WS10m,Int
20140619:1210,85280800.0,484.95,63.67,18.83,3.24,0.0
20140619:1310,139561400.0,798.89,53.21,18.97,2.86,0.0
20140619:1410,57039400.0,329.08,41.94,19.11,2.49,0.0
20140619:1510,58863200.0,347.22,30.52,19.25,2.11,0.0
20140619:1610,24620200.0,163.83,19.28,18.21,1.85,0.0
20140619:1710,1267200.0,17.2,8.49,17.17,1.6,0.0
20140619:1810,0.0,0.0,0.0,16.14,1.34,0.0
20140619:1910,0.0,0.0,0.0,15.52,1.19,0.0
20140619:2010,0.0,0.0,0.0,14.9,1.04,0.0
20140619:2110,0.0,0.0,0.0,14.29,0.9,0.0
20140619:2210,0.0,0.0,0.0,14.3,1.39,0.0
20140619:2310,0.0,0.0,0.0,14.32,1.88,0.0
20140620:0010,0.0,0.0,0.0,14.34,2.37,0.0
20140620:0110,0.0,0.0,0.0,13.99,2.37,0.0
20140620:0210,0.0,0.0,0.0,13.63,2.37,0.0
20140620:0310,0.0,0.0,0.0,13.28,2.37,0.0
20140620:0410,7200600.0,54.3,10.59,14.18,2.52,0.0
20140620:0510,30366600.0,210.97,21.49,15.08,2.68,0.0
20140620:0610,68734600.0,393.03,32.78,15.98,2.83,0.0
20140620:0710,95359000.0,535.89,44.2,17.46,3.35,0.0
20140620:0810,135113000.0,766.22,55.38,18.95,3.88,0.0
20140620:0910,147045800.0,842.93,65.54,20.43,4.4,0.0
20140620:1010,123052600.0,705.45,72.36,20.82,4.13,0.0
20140620:1110,154545600.0,898.26,71.5,21.2,3.86,0.0
20140620:1210,103243800.0,593.57,63.71,21.59,3.59,0.0
20140620:1310,73922200.0,426.21,53.25,21.6,3.28,0.0
20140620:1410,64127800.0,371.63,41.98,21.62,2.98,0.0
20140620:1510,60390000.0,359.85,30.56,21.63,2.68,0.0
20140620:1610,24255000.0,161.67,19.33,20.66,2.29,0.0
20140620:1710,6386600.0,50.68,8.54,19.68,1.9,0.0
20140620:1810,0.0,0.0,0.0,18.71,1.52,0.0
20140620:1910,0.0,0.0,0.0,17.79,1.43,0.0
20140620:2010,0.0,0.0,0.0,16.88,1.35,0.0
20140620:2110,0.0,0.0,0.0,15.97,1.27,0.0
20140620:2210,0.0,0.0,0.0,15.5,1.66,0.0
20140620:2310,0.0,0.0,0.0,15.04,2.06,0.0
20140621:0010,0.0,0.0,0.0,14.58,2.46,0.0
20140621:0110,0.0,0.0,0.0,13.87,2.27,0.0
20140621:0210,0.0,0.0,0.0,13.16,2.09,0.0
20140621:0310,0.0,0.0,0.0,12.45,1.9,0.0
20140621:0410,7341400.0,55.21,10.56,14.41,1.45,0.0
20140621:0510,30283000.0,209.87,21.45,16.36,1.0,0.0
20140621:0610,73128000.0,431.75,32.74,18.32,0.55,0.0
20140621:0710,110572000.0,643.9,44.16,19.81,0.98,0.0
20140621:0810,136492400.0,807.26,55.35,21.3,1.42,0.0
20140621:0910,133793000.0,795.34,65.51,22.79,1.85,0.0
20140621:1010,119521600.0,705.43,72.35,23.27,2.23,0.0
20140621:1110,141455600.0,840.8,71.52,23.75,2.62,0.0
20140621:1210,116459200.0,683.1,63.75,24.23,3.01,0.0
20140621:1310,131428000.0,769.04,53.29,23.83,2.96,0.0
20140621:1410,103831200.0,602.62,42.03,23.43,2.91,0.0
20140621:1510,65157400.0,393.14,30.61,23.03,2.86,0.0
20140621:1610,23155000.0,171.13,19.37,21.72,2.47,0.0
20140621:1710,6212800.0,49.78,8.58,20.4,2.08,0.0
20140621:1810,0.0,0.0,0.0,19.09,1.7,0.0
20140621:1910,0.0,0.0,0.0,18.13,1.77,0.0
20140621:2010,0.0,0.0,0.0,17.17,1.85,0.0
20140621:2110,0.0,0.0,0.0,16.21,1.93,0.0
20140621:2210,0.0,0.0,0.0,15.69,2.03,0.0
20140621:2310,0.0,0.0,0.0,15.18,2.13,0.0
20140622:0010,0.0,0.0,0.0,14.67,2.23,0.0
20140622:0110,0.0,0.0,0.0,14.11,2.21,0.0
20140622:0210,0.0,0.0,0.0,13.55,2.18,0.0
20140622:0310,0.0,0.0,0.0,12.99,2.15,0.0
20140622:0410,8430400.0,61.54,10.52,14.86,1.81,0.0
20140622:0510,30225800.0,208.66,21.41,16.74,1.47,0.0
20140622:0610,72747400.0,427.66,32.7,18.61,1.13,0.0
20140622:0710,109357600.0,637.91,44.12,20.22,0.99,0.0
20140622:0810,132829400.0,794.61,55.31,21.83,0.86,0.0
20140622:0910,140283000.0,858.06,65.47,23.44,0.72,0.0
